X,Y,Name,Description
-1.80443,51.2012,,"<table> <tr><td><b>src_id:</b><td>888 <tr><td><b>Name:</b><td>LARKHILL <tr><td><b>Area:</b><td>WILTSHIRE <tr><td><b>Start date:</b><td>01-01-1920 <tr><td><b>End date:</b><td>Current <tr><td><b>Postcode:</b><td>SP4 8 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=888"">Station details</a></center>"
33.633,34.883,,"<table> <tr><td><b>src_id:</b><td>17334 <tr><td><b>Name:</b><td>LARNACA AIRPORT <tr><td><b>Area:</b><td>CYPRUS <tr><td><b>Start date:</b><td>01-01-1976 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17334"">Station details</a></center>"
-1.18299,60.1395,,"<table> <tr><td><b>src_id:</b><td>9 <tr><td><b>Name:</b><td>LERWICK <tr><td><b>Area:</b><td>SHETLAND <tr><td><b>Start date:</b><td>01-01-1922 <tr><td><b>End date:</b><td>Current <tr><td><b>Postcode:</b><td>ZE1 0 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=9"">Station details</a></center>"
14.116,52.216,,"<table> <tr><td><b>src_id:</b><td>16897 <tr><td><b>Name:</b><td>LINDENBERG <tr><td><b>Area:</b><td>GERMANY <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16897"">Station details</a></center>"
119.0,-2.5,,"<table> <tr><td><b>src_id:</b><td>18035 <tr><td><b>Name:</b><td>MAJENE <tr><td><b>Area:</b><td>INDONESIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=18035"">Station details</a></center>"
45.333,15.433,,"<table> <tr><td><b>src_id:</b><td>21011 <tr><td><b>Name:</b><td>MARIB <tr><td><b>Area:</b><td>YEMEN <tr><td><b>Start date:</b><td>01-01-1959 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=21011"">Station details</a></center>"
10.383,50.566,,"<table> <tr><td><b>src_id:</b><td>16903 <tr><td><b>Name:</b><td>MEININGEN <tr><td><b>Area:</b><td>GERMANY <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16903"">Station details</a></center>"
7.333,52.733,,"<table> <tr><td><b>src_id:</b><td>20911 <tr><td><b>Name:</b><td>MEPPEN <tr><td><b>Area:</b><td>GERMANY <tr><td><b>Start date:</b><td>01-08-1993 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=20911"">Station details</a></center>"
149.833,-29.483,,"<table> <tr><td><b>src_id:</b><td>25549 <tr><td><b>Name:</b><td>MOREE MO <tr><td><b>Area:</b><td>AUSTRALIA <tr><td><b>Start date:</b><td>01-10-1999 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=25549"">Station details</a></center>"
-58.45,-51.817,,"<table> <tr><td><b>src_id:</b><td>1609 <tr><td><b>Name:</b><td>MOUNT PLEASANT: FALKLAND IS <tr><td><b>Area:</b><td>FALKLAND IS <tr><td><b>Start date:</b><td>01-05-1985 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=1609"">Station details</a></center>"
11.55,48.25,,"<table> <tr><td><b>src_id:</b><td>17374 <tr><td><b>Name:</b><td>MUENCHEN- OBERSCHLEISSHEIM <tr><td><b>Area:</b><td>GERMANY <tr><td><b>Start date:</b><td>01-01-1971 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17374"">Station details</a></center>"
50.617,26.267,,"<table> <tr><td><b>src_id:</b><td>1595 <tr><td><b>Name:</b><td>MUHARRAQ: BAHRAIN <tr><td><b>Area:</b><td>BAHRAIN <tr><td><b>Start date:</b><td>01-01-1947 <tr><td><b>End date:</b><td>31-12-1971 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=1595"">Station details</a></center>"
77.2,28.583,,"<table> <tr><td><b>src_id:</b><td>17444 <tr><td><b>Name:</b><td>NEW DELHI/ SAFDARJUNG <tr><td><b>Area:</b><td>INDIA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17444"">Station details</a></center>"
-17.033,20.933,,"<table> <tr><td><b>src_id:</b><td>17688 <tr><td><b>Name:</b><td>NOUADHIBOU <tr><td><b>Area:</b><td>MAURITANIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17688"">Station details</a></center>"
-15.95,18.1,,"<table> <tr><td><b>src_id:</b><td>18257 <tr><td><b>Name:</b><td>NOUAKCHOTT <tr><td><b>Area:</b><td>MAURITANIA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=18257"">Station details</a></center>"
110.7,-2.7,,"<table> <tr><td><b>src_id:</b><td>18026 <tr><td><b>Name:</b><td>PANGKALAN BUN/ ISKANDAR <tr><td><b>Area:</b><td>INDONESIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=18026"">Station details</a></center>"
32.4,34.75,,"<table> <tr><td><b>src_id:</b><td>1589 <tr><td><b>Name:</b><td>PAPHOS: CYPRUS <tr><td><b>Area:</b><td>CYPRUS <tr><td><b>Start date:</b><td>01-01-1940 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=1589"">Station details</a></center>"
70.083,33.867,,"<table> <tr><td><b>src_id:</b><td>18078 <tr><td><b>Name:</b><td>PARACHINAR <tr><td><b>Area:</b><td>PAKISTAN <tr><td><b>Start date:</b><td>01-01-1995 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=18078"">Station details</a></center>"
6.95,46.817,,"<table> <tr><td><b>src_id:</b><td>17360 <tr><td><b>Name:</b><td>PAYERNE <tr><td><b>Area:</b><td>SWITZERLAND & LIECHTENSTEIN <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17360"">Station details</a></center>"
100.267,5.3,,"<table> <tr><td><b>src_id:</b><td>17522 <tr><td><b>Name:</b><td>PENANG/BAYAN LEPAS <tr><td><b>Area:</b><td>MALAYSIA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17522"">Station details</a></center>"
71.583,34.017,,"<table> <tr><td><b>src_id:</b><td>18077 <tr><td><b>Name:</b><td>PESHAWAR <tr><td><b>Area:</b><td>PAKISTAN <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=18077"">Station details</a></center>"
108.1,10.933,,"<table> <tr><td><b>src_id:</b><td>22462 <tr><td><b>Name:</b><td>PHAN THIET <tr><td><b>Area:</b><td>VIET NAM <tr><td><b>Start date:</b><td>01-05-1989 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=22462"">Station details</a></center>"
-61.35,10.617,,"<table> <tr><td><b>src_id:</b><td>17889 <tr><td><b>Name:</b><td>PIARCO INT. AIRPORT:TRINIDAD <tr><td><b>Area:</b><td>TRINIDAD & TOBAGO <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17889"">Station details</a></center>"
11.9,-4.817,,"<table> <tr><td><b>src_id:</b><td>18342 <tr><td><b>Name:</b><td>POINTE-NOIRE <tr><td><b>Area:</b><td>CONGO <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=18342"">Station details</a></center>"
20.533,49.05,,"<table> <tr><td><b>src_id:</b><td>17375 <tr><td><b>Name:</b><td>POPRAD/GANOVCE <tr><td><b>Area:</b><td>SLOVAKIA <tr><td><b>Start date:</b><td>01-01-1971 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17375"">Station details</a></center>"
70.25,-49.35,,"<table> <tr><td><b>src_id:</b><td>17699 <tr><td><b>Name:</b><td>PORT-AUX-FRANCAIS (ILES KERGUELEN) <tr><td><b>Area:</b><td>OCEAN ISLANDS <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17699"">Station details</a></center>"
26.617,-33.983,,"<table> <tr><td><b>src_id:</b><td>23933 <tr><td><b>Name:</b><td>PORT ELIZABETH <tr><td><b>Area:</b><td>SOUTH AFRICA <tr><td><b>Start date:</b><td>01-01-1867 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=23933"">Station details</a></center>"
8.75,-0.7,,"<table> <tr><td><b>src_id:</b><td>18355 <tr><td><b>Name:</b><td>PORT-GENTIL <tr><td><b>Area:</b><td>GABON <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=18355"">Station details</a></center>"
147.217,-9.433,,"<table> <tr><td><b>src_id:</b><td>17958 <tr><td><b>Name:</b><td>PORT MORESBY M.O. <tr><td><b>Area:</b><td>PAPUA NEW GUINEA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17958"">Station details</a></center>"
14.45,35.833,,"<table> <tr><td><b>src_id:</b><td>23518 <tr><td><b>Name:</b><td>QRENDI <tr><td><b>Area:</b><td>MALTA <tr><td><b>Start date:</b><td>01-01-1948 <tr><td><b>End date:</b><td>31-12-1978 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=23518"">Station details</a></center>"
66.917,30.267,,"<table> <tr><td><b>src_id:</b><td>23424 <tr><td><b>Name:</b><td>QUETTA (SHEIKH MANDA) <tr><td><b>Area:</b><td>PAKISTAN <tr><td><b>Start date:</b><td>01-01-1971 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=23424"">Station details</a></center>"
-177.917,-29.25,,"<table> <tr><td><b>src_id:</b><td>17957 <tr><td><b>Name:</b><td>RAOUL ISLAND: KERMADEC IS. <tr><td><b>Area:</b><td>NEW ZEALAND <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17957"">Station details</a></center>"
-3.3428,51.4001,,"<table> <tr><td><b>src_id:</b><td>1267 <tr><td><b>Name:</b><td>RHOOSE <tr><td><b>Area:</b><td>SOUTH GLAMORGAN <tr><td><b>Start date:</b><td>01-01-1954 <tr><td><b>End date:</b><td>Current <tr><td><b>Postcode:</b><td>CF6 9 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=1267"">Station details</a></center>"
-43.25,-22.817,,"<table> <tr><td><b>src_id:</b><td>17900 <tr><td><b>Name:</b><td>RIO DE JANEIRO/GALEAO <tr><td><b>Area:</b><td>BRAZIL <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17900"">Station details</a></center>"
114.167,22.3,,"<table> <tr><td><b>src_id:</b><td>18130 <tr><td><b>Name:</b><td>ROYAL OBSERVATORY <tr><td><b>Area:</b><td>HONG KONG <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>31-12-1992 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=18130"">Station details</a></center>"
-60.017,43.933,,"<table> <tr><td><b>src_id:</b><td>17775 <tr><td><b>Name:</b><td>SABLE ISLAND:N.S. <tr><td><b>Area:</b><td>CANADA <tr><td><b>Start date:</b><td>01-01-1977 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17775"">Station details</a></center>"
-81.717,12.583,,"<table> <tr><td><b>src_id:</b><td>17891 <tr><td><b>Name:</b><td>SAN ANDRES (ISLA)/ SESQUICENTENARIO <tr><td><b>Area:</b><td>COLOMBIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17891"">Station details</a></center>"
131.3,-7.983,,"<table> <tr><td><b>src_id:</b><td>18050 <tr><td><b>Name:</b><td>SAUMLAKI <tr><td><b>Area:</b><td>MALUKU & IRIAN JAYA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=18050"">Station details</a></center>"
9.549,54.533,,"<table> <tr><td><b>src_id:</b><td>16889 <tr><td><b>Name:</b><td>SCHLESWIG <tr><td><b>Area:</b><td>GERMANY <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16889"">Station details</a></center>"
-2.85803,56.4386,,"<table> <tr><td><b>src_id:</b><td>236 <tr><td><b>Name:</b><td>SHANWELL <tr><td><b>Area:</b><td>FIFE <tr><td><b>Start date:</b><td>01-01-1981 <tr><td><b>End date:</b><td>31-12-1992 <tr><td><b>Postcode:</b><td>DD6 9 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=236"">Station details</a></center>"
0.80914,51.5361,,"<table> <tr><td><b>src_id:</b><td>497 <tr><td><b>Name:</b><td>SHOEBURYNESS <tr><td><b>Area:</b><td>ESSEX <tr><td><b>Start date:</b><td>01-01-1865 <tr><td><b>End date:</b><td>31-10-1981 <tr><td><b>Postcode:</b><td>SS3 9 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=497"">Station details</a></center>"
0.82872,51.5542,,"<table> <tr><td><b>src_id:</b><td>498 <tr><td><b>Name:</b><td>SHOEBURYNESS: LANDWICK <tr><td><b>Area:</b><td>ESSEX <tr><td><b>Start date:</b><td>01-01-1981 <tr><td><b>End date:</b><td>Current <tr><td><b>Postcode:</b><td>SS3 9 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=498"">Station details</a></center>"
23.383,42.649,,"<table> <tr><td><b>src_id:</b><td>16959 <tr><td><b>Name:</b><td>SOFIA (OBSERV.) <tr><td><b>Area:</b><td>BULGARIA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16959"">Station details</a></center>"
-52.733,47.617,,"<table> <tr><td><b>src_id:</b><td>17778 <tr><td><b>Name:</b><td>ST JOHNS: NFLD <tr><td><b>Area:</b><td>CANADA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17778"">Station details</a></center>"
-6.31772,58.2138,,"<table> <tr><td><b>src_id:</b><td>54 <tr><td><b>Name:</b><td>STORNOWAY AIRPORT <tr><td><b>Area:</b><td>WESTERN ISLES <tr><td><b>Start date:</b><td>01-01-1873 <tr><td><b>End date:</b><td>Current <tr><td><b>Postcode:</b><td>PA86 0 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=54"">Station details</a></center>"
9.199,48.833,,"<table> <tr><td><b>src_id:</b><td>16907 <tr><td><b>Name:</b><td>STUTTGART/ SCHNARRENBERG <tr><td><b>Area:</b><td>GERMANY <tr><td><b>Start date:</b><td>01-08-1984 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16907"">Station details</a></center>"
-5.9,35.733,,"<table> <tr><td><b>src_id:</b><td>17656 <tr><td><b>Name:</b><td>TANGER(AERODROME) <tr><td><b>Area:</b><td>MOROCCO <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17656"">Station details</a></center>"
22.966,40.516,,"<table> <tr><td><b>src_id:</b><td>17321 <tr><td><b>Name:</b><td>THESSALONIKI/MIKRA <tr><td><b>Area:</b><td>GREECE <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17321"">Station details</a></center>"
-68.5,76.516,,"<table> <tr><td><b>src_id:</b><td>17107 <tr><td><b>Name:</b><td>THULE A.B. <tr><td><b>Area:</b><td>GREENLAND <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17107"">Station details</a></center>"
23.933,32.1,,"<table> <tr><td><b>src_id:</b><td>22525 <tr><td><b>Name:</b><td>TOBRUK <tr><td><b>Area:</b><td>LIBYAN ARAB JAMAHIRIYA <tr><td><b>Start date:</b><td>01-05-1985 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=22525"">Station details</a></center>"
10.233,36.833,,"<table> <tr><td><b>src_id:</b><td>17671 <tr><td><b>Name:</b><td>TUNIS-CARTHAGE <tr><td><b>Area:</b><td>TUNISIA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17671"">Station details</a></center>"
6.9,52.267,,"<table> <tr><td><b>src_id:</b><td>23561 <tr><td><b>Name:</b><td>TWENTHE <tr><td><b>Area:</b><td>NETHERLANDS <tr><td><b>Start date:</b><td>01-01-1850 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=23561"">Station details</a></center>"
4.917,53.25,,"<table> <tr><td><b>src_id:</b><td>23559 <tr><td><b>Name:</b><td>VLIELAND <tr><td><b>Area:</b><td>NETHERLANDS <tr><td><b>Start date:</b><td>01-01-1850 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=23559"">Station details</a></center>"
-75.483,37.933,,"<table> <tr><td><b>src_id:</b><td>17832 <tr><td><b>Name:</b><td>WALLOPS ISLAND: VA. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1988 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17832"">Station details</a></center>"
-77.45,38.95,,"<table> <tr><td><b>src_id:</b><td>17833 <tr><td><b>Name:</b><td>WASHINGTON/DULLES INT.:VA. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1971 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17833"">Station details</a></center>"
16.366,48.25,,"<table> <tr><td><b>src_id:</b><td>16913 <tr><td><b>Name:</b><td>WIEN/HOHE WARTE <tr><td><b>Area:</b><td>AUSTRIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16913"">Station details</a></center>"
