X,Y,Name,Description
14.517,46.067,,"<table> <tr><td><b>src_id:</b><td>17378 <tr><td><b>Name:</b><td>LJUBLJANA/BEZIGRAD <tr><td><b>Area:</b><td>SLOVENIA <tr><td><b>Start date:</b><td>01-11-1995 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17378"">Station details</a></center>"
80.883,26.75,,"<table> <tr><td><b>src_id:</b><td>17448 <tr><td><b>Name:</b><td>LUCKNOW/AMAUSI <tr><td><b>Area:</b><td>INDIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17448"">Station details</a></center>"
22.133,65.55,,"<table> <tr><td><b>src_id:</b><td>17354 <tr><td><b>Name:</b><td>LULEA/KALLAX <tr><td><b>Area:</b><td>SWEDEN <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17354"">Station details</a></center>"
14.483,35.85,,"<table> <tr><td><b>src_id:</b><td>1586 <tr><td><b>Name:</b><td>LUQA: MALTA <tr><td><b>Area:</b><td>MALTA <tr><td><b>Start date:</b><td>01-01-1946 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=1586"">Station details</a></center>"
23.949,49.816,,"<table> <tr><td><b>src_id:</b><td>17064 <tr><td><b>Name:</b><td>LVIV <tr><td><b>Area:</b><td>UKRAINE <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17064"">Station details</a></center>"
5.083,45.733,,"<table> <tr><td><b>src_id:</b><td>17361 <tr><td><b>Name:</b><td>LYON/SATOLAS <tr><td><b>Area:</b><td>FRANCE <tr><td><b>Start date:</b><td>01-01-1976 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17361"">Station details</a></center>"
81.15,16.2,,"<table> <tr><td><b>src_id:</b><td>17466 <tr><td><b>Name:</b><td>MACHILIPATNAM <tr><td><b>Area:</b><td>INDIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17466"">Station details</a></center>"
39.7,24.55,,"<table> <tr><td><b>src_id:</b><td>17423 <tr><td><b>Name:</b><td>MADINAH <tr><td><b>Area:</b><td>SAUDI ARABIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17423"">Station details</a></center>"
80.183,13.0,,"<table> <tr><td><b>src_id:</b><td>17468 <tr><td><b>Name:</b><td>MADRAS/MINAMBAKKAM <tr><td><b>Area:</b><td>INDIA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17468"">Station details</a></center>"
-3.583,40.5,,"<table> <tr><td><b>src_id:</b><td>17364 <tr><td><b>Name:</b><td>MADRID/BARAJAS <tr><td><b>Area:</b><td>SPAIN <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17364"">Station details</a></center>"
36.25,32.367,,"<table> <tr><td><b>src_id:</b><td>17419 <tr><td><b>Name:</b><td>MAFRAQ <tr><td><b>Area:</b><td>JORDAN <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17419"">Station details</a></center>"
150.783,59.55,,"<table> <tr><td><b>src_id:</b><td>17398 <tr><td><b>Name:</b><td>MAGADAN <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17398"">Station details</a></center>"
52.7,72.367,,"<table> <tr><td><b>src_id:</b><td>17417 <tr><td><b>Name:</b><td>MALYE KARMAKULY <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17417"">Station details</a></center>"
74.833,12.95,,"<table> <tr><td><b>src_id:</b><td>17469 <tr><td><b>Name:</b><td>MANGALORE/PANAMBUR <tr><td><b>Area:</b><td>INDIA <tr><td><b>Start date:</b><td>01-01-1971 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17469"">Station details</a></center>"
58.567,20.667,,"<table> <tr><td><b>src_id:</b><td>1594 <tr><td><b>Name:</b><td>MASIRAH <tr><td><b>Area:</b><td>OMAN <tr><td><b>Start date:</b><td>01-01-1943 <tr><td><b>End date:</b><td>31-12-1976 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=1594"">Station details</a></center>"
10.383,50.566,,"<table> <tr><td><b>src_id:</b><td>16903 <tr><td><b>Name:</b><td>MEININGEN <tr><td><b>Area:</b><td>GERMANY <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16903"">Station details</a></center>"
9.283,45.433,,"<table> <tr><td><b>src_id:</b><td>16962 <tr><td><b>Name:</b><td>MILANO/LINATE <tr><td><b>Area:</b><td>ITALY <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16962"">Station details</a></center>"
131.233,25.833,,"<table> <tr><td><b>src_id:</b><td>17507 <tr><td><b>Name:</b><td>MINAMIDAITOJIMA <tr><td><b>Area:</b><td>JAPAN <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17507"">Station details</a></center>"
153.967,24.3,,"<table> <tr><td><b>src_id:</b><td>17509 <tr><td><b>Name:</b><td>MINAMITORISHIMA <tr><td><b>Area:</b><td>JAPAN <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17509"">Station details</a></center>"
73.15,8.3,,"<table> <tr><td><b>src_id:</b><td>17475 <tr><td><b>Name:</b><td>MINICOY <tr><td><b>Area:</b><td>INDIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17475"">Station details</a></center>"
27.633,53.933,,"<table> <tr><td><b>src_id:</b><td>17025 <tr><td><b>Name:</b><td>MINSK <tr><td><b>Area:</b><td>BELARUS <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17025"">Station details</a></center>"
141.367,40.7,,"<table> <tr><td><b>src_id:</b><td>17493 <tr><td><b>Name:</b><td>MISAWA AB <tr><td><b>Area:</b><td>JAPAN <tr><td><b>Start date:</b><td>01-01-1994 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17493"">Station details</a></center>"
119.733,53.75,,"<table> <tr><td><b>src_id:</b><td>17046 <tr><td><b>Name:</b><td>MOGOCA <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17046"">Station details</a></center>"
37.949,55.75,,"<table> <tr><td><b>src_id:</b><td>17029 <tr><td><b>Name:</b><td>MOSKVA (DOLGOPRUDNYJ) <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17029"">Station details</a></center>"
43.15,36.317,,"<table> <tr><td><b>src_id:</b><td>17256 <tr><td><b>Name:</b><td>MOSUL <tr><td><b>Area:</b><td>IRAQ <tr><td><b>Start date:</b><td>01-01-1989 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17256"">Station details</a></center>"
-58.45,-51.817,,"<table> <tr><td><b>src_id:</b><td>1609 <tr><td><b>Name:</b><td>MOUNT PLEASANT: FALKLAND IS <tr><td><b>Area:</b><td>FALKLAND IS <tr><td><b>Start date:</b><td>01-05-1985 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=1609"">Station details</a></center>"
11.55,48.25,,"<table> <tr><td><b>src_id:</b><td>17374 <tr><td><b>Name:</b><td>MUENCHEN- OBERSCHLEISSHEIM <tr><td><b>Area:</b><td>GERMANY <tr><td><b>Start date:</b><td>01-01-1971 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17374"">Station details</a></center>"
50.617,26.267,,"<table> <tr><td><b>src_id:</b><td>1595 <tr><td><b>Name:</b><td>MUHARRAQ: BAHRAIN <tr><td><b>Area:</b><td>BAHRAIN <tr><td><b>Start date:</b><td>01-01-1947 <tr><td><b>End date:</b><td>31-12-1971 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=1595"">Station details</a></center>"
-1.167,38.0,,"<table> <tr><td><b>src_id:</b><td>17365 <tr><td><b>Name:</b><td>MURCIA <tr><td><b>Area:</b><td>SPAIN <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17365"">Station details</a></center>"
100.167,49.567,,"<table> <tr><td><b>src_id:</b><td>17480 <tr><td><b>Name:</b><td>MUREN <tr><td><b>Area:</b><td>MONGOLIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17480"">Station details</a></center>"
33.05,68.967,,"<table> <tr><td><b>src_id:</b><td>16986 <tr><td><b>Name:</b><td>MURMANSK <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16986"">Station details</a></center>"
-179.366,68.899,,"<table> <tr><td><b>src_id:</b><td>17012 <tr><td><b>Name:</b><td>MYS SMIDTA <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17012"">Station details</a></center>"
-169.833,66.166,,"<table> <tr><td><b>src_id:</b><td>17015 <tr><td><b>Name:</b><td>MYS UELEN <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17015"">Station details</a></center>"
79.05,21.1,,"<table> <tr><td><b>src_id:</b><td>17458 <tr><td><b>Name:</b><td>NAGPUR SONEGAON <tr><td><b>Area:</b><td>INDIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17458"">Station details</a></center>"
127.683,26.2,,"<table> <tr><td><b>src_id:</b><td>17506 <tr><td><b>Name:</b><td>NAHA <tr><td><b>Area:</b><td>JAPAN <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17506"">Station details</a></center>"
102.083,14.967,,"<table> <tr><td><b>src_id:</b><td>17514 <tr><td><b>Name:</b><td>NAKHON RATCHASIMA <tr><td><b>Area:</b><td>THAILAND <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17514"">Station details</a></center>"
6.216,48.683,,"<table> <tr><td><b>src_id:</b><td>17130 <tr><td><b>Name:</b><td>NANCY/ESSEY <tr><td><b>Area:</b><td>FRANCE <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17130"">Station details</a></center>"
53.033,67.633,,"<table> <tr><td><b>src_id:</b><td>16992 <tr><td><b>Name:</b><td>NAR JAN-MAR <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16992"">Station details</a></center>"
-45.417,61.167,,"<table> <tr><td><b>src_id:</b><td>17357 <tr><td><b>Name:</b><td>NARSARSUAQ <tr><td><b>Area:</b><td>GREENLAND <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17357"">Station details</a></center>"
129.5,28.383,,"<table> <tr><td><b>src_id:</b><td>17504 <tr><td><b>Name:</b><td>NAZE <tr><td><b>Area:</b><td>JAPAN <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17504"">Station details</a></center>"
145.583,43.333,,"<table> <tr><td><b>src_id:</b><td>17492 <tr><td><b>Name:</b><td>NEMURO <tr><td><b>Area:</b><td>JAPAN <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17492"">Station details</a></center>"
77.2,28.583,,"<table> <tr><td><b>src_id:</b><td>17444 <tr><td><b>Name:</b><td>NEW DELHI/ SAFDARJUNG <tr><td><b>Area:</b><td>INDIA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17444"">Station details</a></center>"
33.283,35.15,,"<table> <tr><td><b>src_id:</b><td>1587 <tr><td><b>Name:</b><td>NICOSIA: CYPRUS <tr><td><b>Area:</b><td>CYPRUS <tr><td><b>Start date:</b><td>01-01-1944 <tr><td><b>End date:</b><td>31-12-1976 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=1587"">Station details</a></center>"
140.699,53.149,,"<table> <tr><td><b>src_id:</b><td>17053 <tr><td><b>Name:</b><td>NIKOLAEVSK-NA-AMURE <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17053"">Station details</a></center>"
165.983,55.199,,"<table> <tr><td><b>src_id:</b><td>17062 <tr><td><b>Name:</b><td>NIKOL SKOE <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17062"">Station details</a></center>"
4.399,43.866,,"<table> <tr><td><b>src_id:</b><td>17139 <tr><td><b>Name:</b><td>NIMES/COURBESSAC <tr><td><b>Area:</b><td>FRANCE <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17139"">Station details</a></center>"
99.033,54.883,,"<table> <tr><td><b>src_id:</b><td>17415 <tr><td><b>Name:</b><td>NIZNEUDINSK <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17415"">Station details</a></center>"
44.0,56.267,,"<table> <tr><td><b>src_id:</b><td>17405 <tr><td><b>Name:</b><td>NIZNIJ NOVGOROD <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-08-1994 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17405"">Station details</a></center>"
-1.24969,53.0053,,"<table> <tr><td><b>src_id:</b><td>556 <tr><td><b>Name:</b><td>NOTTINGHAM: WATNALL <tr><td><b>Area:</b><td>NOTTINGHAMSHIRE <tr><td><b>Start date:</b><td>01-01-1941 <tr><td><b>End date:</b><td>Current <tr><td><b>Postcode:</b><td>NG16 1 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=556"">Station details</a></center>"
82.95,54.967,,"<table> <tr><td><b>src_id:</b><td>17414 <tr><td><b>Name:</b><td>NOVOSIBIRSK <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17414"">Station details</a></center>"
30.766,46.433,,"<table> <tr><td><b>src_id:</b><td>17065 <tr><td><b>Name:</b><td>ODESA <tr><td><b>Area:</b><td>UKRAINE <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17065"">Station details</a></center>"
143.199,59.366,,"<table> <tr><td><b>src_id:</b><td>17050 <tr><td><b>Name:</b><td>OHOTSK <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17050"">Station details</a></center>"
143.149,63.25,,"<table> <tr><td><b>src_id:</b><td>17008 <tr><td><b>Name:</b><td>OJMJAKON <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17008"">Station details</a></center>"
112.433,68.5,,"<table> <tr><td><b>src_id:</b><td>17003 <tr><td><b>Name:</b><td>OLENEK <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17003"">Station details</a></center>"
73.399,54.933,,"<table> <tr><td><b>src_id:</b><td>17033 <tr><td><b>Name:</b><td>OMSK <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17033"">Station details</a></center>"
55.099,51.683,,"<table> <tr><td><b>src_id:</b><td>17072 <tr><td><b>Name:</b><td>ORENBURG <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17072"">Station details</a></center>"
9.599,63.699,,"<table> <tr><td><b>src_id:</b><td>16604 <tr><td><b>Name:</b><td>ORLAND III <tr><td><b>Area:</b><td>NORWAY <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16604"">Station details</a></center>"
127.033,37.1,,"<table> <tr><td><b>src_id:</b><td>17486 <tr><td><b>Name:</b><td>OSAN AB <tr><td><b>Area:</b><td>REPUBLIC OF KOREA <tr><td><b>Start date:</b><td>01-01-1994 <tr><td><b>End date:</b><td>29-11-1994 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17486"">Station details</a></center>"
11.083,60.199,,"<table> <tr><td><b>src_id:</b><td>16606 <tr><td><b>Name:</b><td>OSLO/GARDERMOEN <tr><td><b>Area:</b><td>NORWAY <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16606"">Station details</a></center>"
14.5,63.183,,"<table> <tr><td><b>src_id:</b><td>16875 <tr><td><b>Name:</b><td>OSTERSUND/FROSON <tr><td><b>Area:</b><td>SWEDEN <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16875"">Station details</a></center>"
80.399,73.5,,"<table> <tr><td><b>src_id:</b><td>16981 <tr><td><b>Name:</b><td>OSTROV DIKSON <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16981"">Station details</a></center>"
137.866,76.0,,"<table> <tr><td><b>src_id:</b><td>16983 <tr><td><b>Name:</b><td>OSTROV KOTEL NYJ <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=16983"">Station details</a></center>"
112.933,74.667,,"<table> <tr><td><b>src_id:</b><td>17386 <tr><td><b>Name:</b><td>OSTROV PREOBRAZENIJA <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17386"">Station details</a></center>"
-178.483,70.983,,"<table> <tr><td><b>src_id:</b><td>17388 <tr><td><b>Name:</b><td>OSTROV VRANGELJA <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17388"">Station details</a></center>"
2.616,39.549,,"<table> <tr><td><b>src_id:</b><td>17148 <tr><td><b>Name:</b><td>PALMA DE MALLORCA <tr><td><b>Area:</b><td>SPAIN <tr><td><b>Start date:</b><td>01-01-1961 <tr><td><b>End date:</b><td>31-07-1985 </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17148"">Station details</a></center>"
32.4,34.75,,"<table> <tr><td><b>src_id:</b><td>1589 <tr><td><b>Name:</b><td>PAPHOS: CYPRUS <tr><td><b>Area:</b><td>CYPRUS <tr><td><b>Start date:</b><td>01-01-1940 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=1589"">Station details</a></center>"
76.467,30.333,,"<table> <tr><td><b>src_id:</b><td>17443 <tr><td><b>Name:</b><td>PATIALA <tr><td><b>Area:</b><td>INDIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17443"">Station details</a></center>"
85.1,25.6,,"<table> <tr><td><b>src_id:</b><td>17452 <tr><td><b>Name:</b><td>PATNA <tr><td><b>Area:</b><td>INDIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17452"">Station details</a></center>"
6.95,46.817,,"<table> <tr><td><b>src_id:</b><td>17360 <tr><td><b>Name:</b><td>PAYERNE <tr><td><b>Area:</b><td>SWITZERLAND & LIECHTENSTEIN <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17360"">Station details</a></center>"
57.1,65.117,,"<table> <tr><td><b>src_id:</b><td>17395 <tr><td><b>Name:</b><td>PECORA <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17395"">Station details</a></center>"
100.267,5.3,,"<table> <tr><td><b>src_id:</b><td>17522 <tr><td><b>Name:</b><td>PENANG/BAYAN LEPAS <tr><td><b>Area:</b><td>MALAYSIA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17522"">Station details</a></center>"
45.017,53.117,,"<table> <tr><td><b>src_id:</b><td>17407 <tr><td><b>Name:</b><td>PENZA <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17407"">Station details</a></center>"
56.199,57.949,,"<table> <tr><td><b>src_id:</b><td>17030 <tr><td><b>Name:</b><td>PERM <tr><td><b>Area:</b><td>RUSSIAN FEDERATION <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17030"">Station details</a></center>"
